ppt_id,item_id,pairing,logRT
ppt94,item6,Unassociated,5.90336592735306
ppt95,item6,Associated,5.3699914775446
ppt95,item6,Unassociated,6.57705341603435
ppt96,item6,Associated,3.33107490525146
ppt96,item6,Unassociated,4.69511106136502
ppt97,item6,Associated,5.84629626067673
ppt97,item6,Unassociated,5.6412235999381
ppt98,item6,Associated,3.90637274264002
ppt98,item6,Unassociated,4.38235720547315
ppt99,item6,Associated,3.78788310501543
ppt99,item6,Unassociated,4.90484782769776
ppt100,item6,Associated,4.39019933864995
ppt100,item6,Unassociated,4.63911390414565
ppt1,item7,Associated,2.63602721830659
ppt1,item7,Unassociated,3.07071460550786
ppt2,item7,Associated,3.66916288395195
ppt2,item7,Unassociated,3.57607956521508
ppt3,item7,Associated,4.19373672622804
ppt3,item7,Unassociated,3.77540524118215
ppt4,item7,Associated,3.17646946807101
ppt4,item7,Unassociated,5.98868020495733
ppt5,item7,Associated,3.61322292755234
ppt5,item7,Unassociated,4.53476893517545
ppt6,item7,Associated,4.45105882771762
ppt6,item7,Unassociated,4.66767746653071
ppt7,item7,Associated,3.43967370818898
ppt7,item7,Unassociated,4.21236559616418
ppt8,item7,Associated,4.83447712698691
ppt8,item7,Unassociated,4.9316286653157
ppt9,item7,Associated,3.80078747563575
ppt9,item7,Unassociated,4.92194962460315
ppt10,item7,Associated,3.85787008766197
ppt10,item7,Unassociated,4.36609978988196
ppt11,item7,Associated,3.4971370523742
ppt11,item7,Unassociated,6.05160190315815
ppt12,item7,Associated,3.25915181353337
ppt12,item7,Unassociated,4.13077949455071
ppt13,item7,Associated,3.15820620614011
ppt13,item7,Unassociated,4.2899207981188
ppt14,item7,Associated,2.83040095763814
ppt14,item7,Unassociated,2.11721994855036
ppt15,item7,Associated,3.698344890577
ppt15,item7,Unassociated,4.23887306987622
ppt16,item7,Associated,4.29396037666648
ppt16,item7,Unassociated,4.58041385229083
ppt17,item7,Associated,3.21116688295337
ppt17,item7,Unassociated,4.25013135974873
ppt18,item7,Associated,4.19237119233363
ppt18,item7,Unassociated,4.48871578719272
ppt19,item7,Associated,3.08653885562188
ppt19,item7,Unassociated,4.77197658675767
ppt20,item7,Associated,4.10593923343083
ppt20,item7,Unassociated,4.48075245659684
ppt21,item7,Associated,5.29309785141705
ppt21,item7,Unassociated,4.14951803512716
ppt22,item7,Associated,4.83547644628196
ppt22,item7,Unassociated,6.12848277724929
ppt23,item7,Associated,4.30663256395163
ppt23,item7,Unassociated,4.74270078469598
ppt24,item7,Associated,2.11169384152019
ppt24,item7,Unassociated,2.21498259427132
ppt25,item7,Associated,4.08966091772491
ppt25,item7,Unassociated,4.69515255051428
ppt26,item7,Associated,3.60923394369169
ppt26,item7,Unassociated,4.94148849477235
ppt27,item7,Associated,3.18471659254563
ppt27,item7,Unassociated,3.74164860652144
ppt28,item7,Associated,3.13000110923042
ppt28,item7,Unassociated,3.10131911205479
ppt29,item7,Associated,2.07202856075041
ppt29,item7,Unassociated,3.05370941036964
ppt30,item7,Associated,4.02649149995009
ppt30,item7,Unassociated,4.99552182348212
ppt31,item7,Associated,3.45872768746156
ppt31,item7,Unassociated,4.76983709880293
ppt32,item7,Associated,1.81639796249217
ppt32,item7,Unassociated,3.62040115080218
ppt33,item7,Associated,3.7258274405539
ppt33,item7,Unassociated,4.7446299460205
ppt34,item7,Associated,3.24389826492795
ppt34,item7,Unassociated,4.09923582643094
ppt35,item7,Associated,3.36848514992094
ppt35,item7,Unassociated,3.02188518657937
ppt36,item7,Associated,3.38941564133475
ppt36,item7,Unassociated,3.7609690928556
ppt37,item7,Associated,3.03763178022006
ppt37,item7,Unassociated,4.17697965491455
ppt38,item7,Associated,2.40974311979256
ppt38,item7,Unassociated,3.78230040137471
ppt39,item7,Associated,3.35791400286388
ppt39,item7,Unassociated,4.86849344839984
ppt40,item7,Associated,3.69433606011367
ppt40,item7,Unassociated,4.24089070820852
ppt41,item7,Associated,2.98055792395338
ppt41,item7,Unassociated,3.63759485349713
ppt42,item7,Associated,3.10513546946464
ppt42,item7,Unassociated,3.72695173919476
ppt43,item7,Associated,2.81069612484174
ppt43,item7,Unassociated,3.5504048994439
ppt44,item7,Associated,3.26206394741288
ppt44,item7,Unassociated,4.24061198664772
ppt45,item7,Associated,1.47747547285957
ppt45,item7,Unassociated,2.5593091804453
ppt46,item7,Associated,2.2406717466188
ppt46,item7,Unassociated,2.93202661189601
ppt47,item7,Associated,4.79781632720084
ppt47,item7,Unassociated,5.33548805211922
ppt48,item7,Associated,3.03362970305726
ppt48,item7,Unassociated,4.03145153668335
ppt49,item7,Associated,2.38548141204694
ppt49,item7,Unassociated,4.35406078977546
ppt50,item7,Associated,3.80222263216195
ppt50,item7,Unassociated,5.54860421485341
ppt51,item7,Associated,4.0154747371448
ppt51,item7,Unassociated,5.8191034562482
ppt52,item7,Associated,4.20691897423077
ppt52,item7,Unassociated,3.91210166718414
ppt53,item7,Associated,4.03178328865991
ppt53,item7,Unassociated,4.70027285394771
ppt54,item7,Associated,2.69125408124399
ppt54,item7,Unassociated,3.47441036616568
ppt55,item7,Associated,4.35555121195944
ppt55,item7,Unassociated,6.3059595817155
ppt56,item7,Associated,4.17859395240976
ppt56,item7,Unassociated,6.40055319718365
ppt57,item7,Associated,2.39291752581696
ppt57,item7,Unassociated,3.17124392961181
ppt58,item7,Associated,3.17251063210277
ppt58,item7,Unassociated,3.36406642829764
ppt59,item7,Associated,2.76346141127814
ppt59,item7,Unassociated,3.92817370642063
ppt60,item7,Associated,4.06724562057894
ppt60,item7,Unassociated,5.09289126675474
ppt61,item7,Associated,4.12305002510917
ppt61,item7,Unassociated,5.60964827715615
ppt62,item7,Associated,3.86698371245354
ppt62,item7,Unassociated,4.3108260498254
ppt63,item7,Associated,4.02772382122718
ppt63,item7,Unassociated,5.15583728130725
ppt64,item7,Associated,4.43403711236027
ppt64,item7,Unassociated,5.10315498429613
ppt65,item7,Associated,4.34867812646393
ppt65,item7,Unassociated,4.17242394566772
ppt66,item7,Associated,4.89759857523275
ppt66,item7,Unassociated,6.06603795773398
ppt67,item7,Associated,2.97363918169516
ppt67,item7,Unassociated,2.56867413841198
ppt68,item7,Associated,3.11697175198379
ppt68,item7,Unassociated,4.32826949770925
ppt69,item7,Associated,2.80645922250995
ppt69,item7,Unassociated,4.49006722373403
ppt70,item7,Associated,3.46400948739637
ppt70,item7,Unassociated,5.46710977943163
ppt71,item7,Associated,5.29214014127552
ppt71,item7,Unassociated,5.04587771833176
ppt72,item7,Associated,3.81067469779258
ppt72,item7,Unassociated,3.80269728710126
ppt73,item7,Associated,4.49076804022634
ppt73,item7,Unassociated,3.85412418155305
ppt74,item7,Associated,4.64885425661859
ppt74,item7,Unassociated,4.79054640401598
ppt75,item7,Associated,3.04615089823468
ppt75,item7,Unassociated,3.21792044943456
ppt76,item7,Associated,4.37446858507413
ppt76,item7,Unassociated,5.07135679850943
ppt77,item7,Associated,2.66842386043763
ppt77,item7,Unassociated,3.58852118464817
ppt78,item7,Associated,4.48523216001372
ppt78,item7,Unassociated,6.24534504139061
ppt79,item7,Associated,3.78008226114661
ppt79,item7,Unassociated,4.43915237780022
ppt80,item7,Associated,4.04435839450233
ppt80,item7,Unassociated,4.74705614229527
ppt81,item7,Associated,3.06509085884869
ppt81,item7,Unassociated,3.59293365920223
ppt82,item7,Associated,4.00897577018254
ppt82,item7,Unassociated,4.99253237138602
ppt83,item7,Associated,4.21845623529995
ppt83,item7,Unassociated,5.21665485153883
ppt84,item7,Associated,2.80296052650489
ppt84,item7,Unassociated,1.64559937425632
ppt85,item7,Associated,4.23810724313958
ppt85,item7,Unassociated,5.38650285447193
ppt86,item7,Associated,3.72104315905412
ppt86,item7,Unassociated,3.96994422755752
ppt87,item7,Associated,3.39627821294003
ppt87,item7,Unassociated,4.46622389746541
ppt88,item7,Associated,3.57490818838638
ppt88,item7,Unassociated,4.05969306761993
ppt89,item7,Associated,2.60437889920971
ppt89,item7,Unassociated,3.75154498556841
ppt90,item7,Associated,3.56779727347043
ppt90,item7,Unassociated,3.9703692329117
ppt91,item7,Associated,3.32528469213166
ppt91,item7,Unassociated,3.5334545720272
ppt92,item7,Associated,4.45521535853959
ppt92,item7,Unassociated,6.25246631471903
ppt93,item7,Associated,4.08932766572129
ppt93,item7,Unassociated,5.07497740763681
ppt94,item7,Associated,4.81028105741842
ppt94,item7,Unassociated,3.93734787146907
ppt95,item7,Associated,4.44631792231759
ppt95,item7,Unassociated,5.80456550956041
ppt96,item7,Associated,3.01353123434194
ppt96,item7,Unassociated,4.41242968152042
ppt97,item7,Associated,4.85971363295481
ppt97,item7,Unassociated,4.71622128438895
ppt98,item7,Associated,3.01414048365695
ppt98,item7,Unassociated,3.93997097077794
ppt99,item7,Associated,2.96230914959488
ppt99,item7,Unassociated,2.90553877274611
ppt100,item7,Associated,3.59941614214783
ppt100,item7,Unassociated,4.17581116553238
ppt1,item8,Associated,3.10015391772224
ppt1,item8,Unassociated,3.82817398913794
ppt2,item8,Associated,2.04748502154067
ppt2,item8,Unassociated,3.9121674552162
ppt3,item8,Associated,3.13140684679982
ppt3,item8,Unassociated,3.75795289940933
ppt4,item8,Associated,4.1707355013353
ppt4,item8,Unassociated,5.00246650791697
ppt5,item8,Associated,3.77173617331547
ppt5,item8,Unassociated,3.5230179360531
ppt6,item8,Associated,3.70778887236029
ppt6,item8,Unassociated,4.74229858104718
ppt7,item8,Associated,3.2103051423708
ppt7,item8,Unassociated,4.47894900218859
ppt8,item8,Associated,4.17162639038703
ppt8,item8,Unassociated,4.81936012524918
ppt9,item8,Associated,2.92466040134218
ppt9,item8,Unassociated,3.53086129683562
ppt10,item8,Associated,3.9699291421209
ppt10,item8,Unassociated,3.68948120587858
ppt11,item8,Associated,3.61799884241515
ppt11,item8,Unassociated,5.08062929965509
ppt12,item8,Associated,2.9166270139533
ppt12,item8,Unassociated,3.96793208447796
ppt13,item8,Associated,3.69881587294552
ppt13,item8,Unassociated,3.78628727856479
ppt14,item8,Associated,2.02884965446625
ppt14,item8,Unassociated,2.37411103510657
ppt15,item8,Associated,3.53666056724879
ppt15,item8,Unassociated,4.70756316104552
ppt16,item8,Associated,2.76616957592448
ppt16,item8,Unassociated,4.0996873287979
ppt17,item8,Associated,2.68353410340262
ppt17,item8,Unassociated,3.12783831456221
ppt18,item8,Associated,3.81822529117343
ppt18,item8,Unassociated,4.40775825188246
ppt19,item8,Associated,3.60789592139
ppt19,item8,Unassociated,3.85170537744671
ppt20,item8,Associated,2.71578078832178
ppt20,item8,Unassociated,4.4809722657867
ppt21,item8,Associated,4.22402956205547
ppt21,item8,Unassociated,5.75741198778161
ppt22,item8,Associated,4.89378543962994
ppt22,item8,Unassociated,5.8591435533853
ppt23,item8,Associated,3.27845794735597
ppt23,item8,Unassociated,4.27567845591014
ppt24,item8,Associated,1.61866863320335
ppt24,item8,Unassociated,1.84092722056272
ppt25,item8,Associated,3.19104520524465
ppt25,item8,Unassociated,4.32490720669781
ppt26,item8,Associated,3.13112175331001
ppt26,item8,Unassociated,4.27575449002737
ppt27,item8,Associated,3.20977035417202
ppt27,item8,Unassociated,3.62849076715288
ppt28,item8,Associated,2.53964783709073
ppt28,item8,Unassociated,2.7696110367076
ppt29,item8,Associated,1.92619329963585
ppt29,item8,Unassociated,2.88675888057477
ppt30,item8,Associated,2.8931404530492
ppt30,item8,Unassociated,4.30227214280078
ppt31,item8,Associated,4.28887380192271
ppt31,item8,Unassociated,5.02065357375518
ppt32,item8,Associated,2.97405127783422
ppt32,item8,Unassociated,3.5088331823058
ppt33,item8,Associated,3.33755414948827
ppt33,item8,Unassociated,4.3485526587296
ppt34,item8,Associated,2.51829291012488
ppt34,item8,Unassociated,4.10512514110613
ppt35,item8,Associated,2.48617809748781
ppt35,item8,Unassociated,3.20733619559808
ppt36,item8,Associated,2.1355820982064
ppt36,item8,Unassociated,3.69901461098785
ppt37,item8,Associated,3.1657192022731
ppt37,item8,Unassociated,4.34130824779922
ppt38,item8,Associated,3.03837105611655
ppt38,item8,Unassociated,3.41086476635716
ppt39,item8,Associated,3.47261769059825
ppt39,item8,Unassociated,4.28848312169748
ppt40,item8,Associated,3.09386761177837
ppt40,item8,Unassociated,3.89204402320236
ppt41,item8,Associated,3.64570715648227
ppt41,item8,Unassociated,2.98515883949319
ppt42,item8,Associated,3.40911345935009
ppt42,item8,Unassociated,3.6560673887094
ppt43,item8,Associated,2.62564608482902
ppt43,item8,Unassociated,3.36206735119501
ppt44,item8,Associated,2.64548427006462
ppt44,item8,Unassociated,3.49609927923222
ppt45,item8,Associated,1.23691948108622
ppt45,item8,Unassociated,2.39763680481235
ppt46,item8,Associated,2.13047373079575
ppt46,item8,Unassociated,3.30381585307512
ppt47,item8,Associated,4.7092579622566
ppt47,item8,Unassociated,5.82856739180064
ppt48,item8,Associated,3.65536246952913
ppt48,item8,Unassociated,4.67730540114693
ppt49,item8,Associated,3.21056448644383
ppt49,item8,Unassociated,3.47286394190818
ppt50,item8,Associated,4.00167237670201
ppt50,item8,Unassociated,4.60194786192038
ppt51,item8,Associated,5.12213345988157
ppt51,item8,Unassociated,5.21995658502395
ppt52,item8,Associated,4.38384381219416
ppt52,item8,Unassociated,4.30257405613349
ppt53,item8,Associated,3.65398351759474
ppt53,item8,Unassociated,4.02032930016666
ppt54,item8,Associated,3.5354066398788
ppt54,item8,Unassociated,3.34468318409596
ppt55,item8,Associated,4.63975497060728
ppt55,item8,Unassociated,6.05151705805342
ppt56,item8,Associated,4.835036546991
ppt56,item8,Unassociated,5.67743161659204
ppt57,item8,Associated,2.01554480417974
ppt57,item8,Unassociated,3.19591271534883
ppt58,item8,Associated,3.28801391894664
ppt58,item8,Unassociated,3.25706777644588
ppt59,item8,Associated,3.14988045812761
ppt59,item8,Unassociated,3.70933023228612
ppt60,item8,Associated,4.55848984108761
ppt60,item8,Unassociated,5.29710377048498
ppt61,item8,Associated,4.05798671701759
ppt61,item8,Unassociated,5.45751161895219
ppt62,item8,Associated,4.14144376156095
ppt62,item8,Unassociated,5.21104692200571
ppt63,item8,Associated,3.52563823248875
ppt63,item8,Unassociated,4.72027693630126
ppt64,item8,Associated,4.08187103520916
ppt64,item8,Unassociated,5.10646138837027
ppt65,item8,Associated,4.78782853291255
ppt65,item8,Unassociated,4.10322231938079
ppt66,item8,Associated,4.88929195472534
ppt66,item8,Unassociated,5.11306214315135
ppt67,item8,Associated,2.82189163856633
ppt67,item8,Unassociated,3.4424013552572
ppt68,item8,Associated,3.3735517461968
ppt68,item8,Unassociated,4.61803154437808
ppt69,item8,Associated,3.40173904906156
ppt69,item8,Unassociated,4.18148468910305
ppt70,item8,Associated,4.47043140287425
ppt70,item8,Unassociated,5.74206190868083
ppt71,item8,Associated,5.3588694583089
ppt71,item8,Unassociated,4.74794864285058
ppt72,item8,Associated,3.71141246076196
ppt72,item8,Unassociated,4.61887519591819
ppt73,item8,Associated,3.52395051988849
ppt73,item8,Unassociated,4.58994294433928
ppt74,item8,Associated,4.18866138345082
ppt74,item8,Unassociated,4.0253560420287
ppt75,item8,Associated,2.47310654602053
ppt75,item8,Unassociated,3.7633978515549
ppt76,item8,Associated,4.26005737186241
ppt76,item8,Unassociated,5.72833992771435
ppt77,item8,Associated,3.5103143191081
ppt77,item8,Unassociated,3.90822797458576
ppt78,item8,Associated,5.41352534639201
ppt78,item8,Unassociated,4.86609089502063
ppt79,item8,Associated,3.49587108938691
ppt79,item8,Unassociated,4.24914234471255
ppt80,item8,Associated,4.71831963813272
ppt80,item8,Unassociated,5.36454649210252
ppt81,item8,Associated,2.86660673714119
ppt81,item8,Unassociated,3.52042073689338
ppt82,item8,Associated,4.63984367902758
ppt82,item8,Unassociated,5.07534973099688
ppt83,item8,Associated,4.98088806637848
ppt83,item8,Unassociated,5.43237598927614
ppt84,item8,Associated,2.43464578966147
ppt84,item8,Unassociated,2.48695783216808
ppt85,item8,Associated,4.11988040458269
ppt85,item8,Unassociated,5.39231295868462
ppt86,item8,Associated,3.10610489256728
ppt86,item8,Unassociated,4.45330848601743
ppt87,item8,Associated,3.69217891579605
ppt87,item8,Unassociated,5.04232792420929
ppt88,item8,Associated,4.38733846194114
ppt88,item8,Unassociated,4.29150894932954
ppt89,item8,Associated,3.14280456370742
ppt89,item8,Unassociated,4.0347834625391
ppt90,item8,Associated,3.44679945930875
ppt90,item8,Unassociated,4.98304964615741
ppt91,item8,Associated,3.90928013210545
ppt91,item8,Unassociated,4.66942152489096
ppt92,item8,Associated,4.93632926823421
ppt92,item8,Unassociated,6.36982857121248
ppt93,item8,Associated,4.41918807239425
ppt93,item8,Unassociated,4.56281276942659
ppt94,item8,Associated,4.22488028303148
ppt94,item8,Unassociated,4.50135018231548
ppt95,item8,Associated,4.77813468707429
ppt95,item8,Unassociated,5.43866981218431
ppt96,item8,Associated,3.35597972644642
ppt96,item8,Unassociated,4.01050138844268
ppt97,item8,Associated,4.68119107691569
ppt97,item8,Unassociated,4.68797993341344
ppt98,item8,Associated,3.28377459458081
ppt98,item8,Unassociated,4.12266588413385
ppt99,item8,Associated,2.84020953902706
ppt99,item8,Unassociated,3.35241188592273
ppt100,item8,Associated,3.63851259762757
ppt100,item8,Unassociated,3.96250514045313
ppt1,item9,Associated,4.93988570161041
ppt1,item9,Unassociated,4.65065193596241
ppt2,item9,Associated,4.1486195327511
ppt2,item9,Unassociated,5.01433162134403
ppt3,item9,Associated,4.03032848711356
ppt3,item9,Unassociated,5.44641764788767
ppt4,item9,Associated,5.72676441252776
ppt4,item9,Unassociated,7.27702797860862
ppt5,item9,Associated,4.98438942035304
ppt5,item9,Unassociated,6.04972169881521
ppt6,item9,Associated,6.06936750998012
ppt6,item9,Unassociated,6.19433411382435
ppt7,item9,Associated,4.57909799125612
ppt7,item9,Unassociated,5.83609168351845
ppt8,item9,Associated,5.02771790963533
ppt8,item9,Unassociated,7.36235391665806
ppt9,item9,Associated,4.80612174541686
ppt9,item9,Unassociated,6.07261866905354
ppt10,item9,Associated,4.45833638711642
ppt10,item9,Unassociated,6.09226910714767
ppt11,item9,Associated,5.52851269786188
ppt11,item9,Unassociated,6.81630177182719
ppt12,item9,Associated,4.19783922806631
ppt12,item9,Unassociated,5.85501622147318
ppt13,item9,Associated,4.30758112287508
ppt13,item9,Unassociated,5.46003018872127
ppt14,item9,Associated,4.02674213614225
ppt14,item9,Unassociated,3.80283299061203
ppt15,item9,Associated,5.20873241313557
ppt15,item9,Unassociated,6.43096632817435
ppt16,item9,Associated,4.49931775020002
ppt16,item9,Unassociated,6.13637124840703
ppt17,item9,Associated,3.59864149238458
ppt17,item9,Unassociated,5.9144087824056
ppt18,item9,Associated,4.55233868123137
ppt18,item9,Unassociated,5.1276669218131
ppt19,item9,Associated,4.12775983562288
ppt19,item9,Unassociated,5.84027953581624
ppt20,item9,Associated,5.48809607476883
ppt20,item9,Unassociated,6.2022187090444
ppt21,item9,Associated,4.52153846978467
ppt21,item9,Unassociated,6.53876413233772
ppt22,item9,Associated,5.42315961405362
ppt22,item9,Unassociated,6.71200620028289
ppt23,item9,Associated,4.43779738188708
ppt23,item9,Unassociated,5.28295547570388
ppt24,item9,Associated,3.94375954161393
ppt24,item9,Unassociated,3.59778633263618
ppt25,item9,Associated,5.02591846599279
ppt25,item9,Unassociated,5.85532721772524
ppt26,item9,Associated,5.3096078687502
ppt26,item9,Unassociated,6.25770671341026
ppt27,item9,Associated,3.8832863524502
ppt27,item9,Unassociated,5.3775484483159
ppt28,item9,Associated,3.80483616427418
ppt28,item9,Unassociated,5.13231498428152
ppt29,item9,Associated,3.64151754753058
ppt29,item9,Unassociated,5.17049129688079
ppt30,item9,Associated,4.98091176918248
ppt30,item9,Unassociated,6.00835356663821
ppt31,item9,Associated,4.81361999090222
ppt31,item9,Unassociated,6.26109503150178
ppt32,item9,Associated,3.43417229200006
ppt32,item9,Unassociated,4.32019089315061
ppt33,item9,Associated,4.48170299255288
ppt33,item9,Unassociated,5.89323573097814
ppt34,item9,Associated,4.28092078851566
ppt34,item9,Unassociated,6.49693509556029
ppt35,item9,Associated,3.9783003066924
ppt35,item9,Unassociated,4.13864867502032
ppt36,item9,Associated,4.33042594149108
ppt36,item9,Unassociated,4.9872188127341
ppt37,item9,Associated,5.03824371518615
ppt37,item9,Unassociated,5.65233989855884
ppt38,item9,Associated,4.80699705067902
ppt38,item9,Unassociated,5.44526112079455
ppt39,item9,Associated,4.27323123004488
ppt39,item9,Unassociated,6.83686009828494
ppt40,item9,Associated,4.00373632021654
ppt40,item9,Unassociated,6.18002764977602
ppt41,item9,Associated,3.59502014691159
ppt41,item9,Unassociated,5.57189293206627
ppt42,item9,Associated,4.54463391110641
ppt42,item9,Unassociated,5.38611370165178
ppt43,item9,Associated,4.03642664881346
ppt43,item9,Unassociated,5.9982623446172
ppt44,item9,Associated,3.97766022875961
ppt44,item9,Unassociated,5.5333727323749
ppt45,item9,Associated,3.1064439976177
ppt45,item9,Unassociated,4.22996749503995
ppt46,item9,Associated,2.7723547965982
ppt46,item9,Unassociated,4.45704932319985
ppt47,item9,Associated,5.23617955780739
ppt47,item9,Unassociated,6.80644243041193
ppt48,item9,Associated,5.12767511644951
ppt48,item9,Unassociated,6.54300886321778
ppt49,item9,Associated,4.14915057253781
ppt49,item9,Unassociated,5.08914545447103
ppt50,item9,Associated,4.95752721710562
ppt50,item9,Unassociated,6.98860503022428
ppt51,item9,Associated,5.8621632651664
ppt51,item9,Unassociated,7.07259540531747
ppt52,item9,Associated,4.83318126444782
ppt52,item9,Unassociated,6.21734844898471
ppt53,item9,Associated,5.09478240565476
ppt53,item9,Unassociated,6.42874880546256
ppt54,item9,Associated,3.47559273787054
ppt54,item9,Unassociated,3.59699978679332
ppt55,item9,Associated,5.24056829774961
ppt55,item9,Unassociated,7.68729328356968
ppt56,item9,Associated,5.53290086726067
ppt56,item9,Unassociated,7.33841662788645
ppt57,item9,Associated,2.83372548290018
ppt57,item9,Unassociated,4.46906779963611
ppt58,item9,Associated,3.89456987145623
ppt58,item9,Unassociated,4.83791966410271
ppt59,item9,Associated,3.81634626731129
ppt59,item9,Unassociated,5.15577845165193
ppt60,item9,Associated,5.50344975571518
ppt60,item9,Unassociated,5.67782905657696
ppt61,item9,Associated,4.52916293434968
ppt61,item9,Unassociated,6.79393215599429
ppt62,item9,Associated,4.86520270789176
ppt62,item9,Unassociated,6.89971106957053
ppt63,item9,Associated,5.43880693587812
ppt63,item9,Unassociated,6.3038754835782
ppt64,item9,Associated,4.84536339017466
ppt64,item9,Unassociated,6.84621864381784
ppt65,item9,Associated,4.82093456047495
ppt65,item9,Unassociated,5.536697286482
ppt66,item9,Associated,5.81678627935481
ppt66,item9,Unassociated,7.57914308635786
ppt67,item9,Associated,3.94791691237177
ppt67,item9,Unassociated,4.65385393565192
ppt68,item9,Associated,4.71368136000337
ppt68,item9,Unassociated,6.01481804745248
ppt69,item9,Associated,3.58068918821332
ppt69,item9,Unassociated,5.61322372733496
ppt70,item9,Associated,5.11257266637031
ppt70,item9,Unassociated,6.64369459455236
ppt71,item9,Associated,5.65720190009521
ppt71,item9,Unassociated,6.63917395434128
ppt72,item9,Associated,4.33272177079582
ppt72,item9,Unassociated,5.81591665664656
ppt73,item9,Associated,4.28085928012606
ppt73,item9,Unassociated,6.1972319115808
ppt74,item9,Associated,5.55638895422502
ppt74,item9,Unassociated,5.97163872292195
ppt75,item9,Associated,3.73413914596828
ppt75,item9,Unassociated,4.8259622331306
ppt76,item9,Associated,5.6711276057763
ppt76,item9,Unassociated,6.35233556711431
ppt77,item9,Associated,3.80653885965056
ppt77,item9,Unassociated,4.95544011283605
ppt78,item9,Associated,6.04978823716244
ppt78,item9,Unassociated,6.58694306593544
ppt79,item9,Associated,4.26797141387262
ppt79,item9,Unassociated,5.68756274754679
ppt80,item9,Associated,5.368842561035
ppt80,item9,Unassociated,6.72049831403511
ppt81,item9,Associated,4.26407266999376
ppt81,item9,Unassociated,5.47351116791194
ppt82,item9,Associated,5.45156905282471
ppt82,item9,Unassociated,6.97431315542811
ppt83,item9,Associated,5.58843108336085
ppt83,item9,Unassociated,6.50937263142421
ppt84,item9,Associated,3.90670548496839
ppt84,item9,Unassociated,4.34971788667144
ppt85,item9,Associated,5.27751651919653
ppt85,item9,Unassociated,7.20672065582652
ppt86,item9,Associated,4.51702862529534
ppt86,item9,Unassociated,5.63450316088935
ppt87,item9,Associated,4.33167246619603
ppt87,item9,Unassociated,6.4999189897227
ppt88,item9,Associated,3.91818893261817
ppt88,item9,Unassociated,5.80335255134745
ppt89,item9,Associated,3.6760358931146
ppt89,item9,Unassociated,4.73544736902117
ppt90,item9,Associated,4.5529996224535
ppt90,item9,Unassociated,5.77195004438093
ppt91,item9,Associated,3.98410506045504
ppt91,item9,Unassociated,5.66955581719675
ppt92,item9,Associated,5.7380219058323
ppt92,item9,Unassociated,7.50632695451013
ppt93,item9,Associated,5.38825934966573
ppt93,item9,Unassociated,7.21283755341275
ppt94,item9,Associated,4.86000077431116
ppt94,item9,Unassociated,6.42687437392342
ppt95,item9,Associated,5.34279993183062
ppt95,item9,Unassociated,6.83290458502713
ppt96,item9,Associated,4.2683044855959
ppt96,item9,Unassociated,5.96340788314381
ppt97,item9,Associated,6.38245068922115
ppt97,item9,Unassociated,6.18240830687965
ppt98,item9,Associated,4.43147478697506
ppt98,item9,Unassociated,4.69636430575188
ppt99,item9,Associated,3.78060853195613
ppt99,item9,Unassociated,5.3406481791656
ppt100,item9,Associated,4.44156790491779
ppt100,item9,Unassociated,5.81777047046818
ppt1,item10,Associated,3.97289191665709
ppt1,item10,Unassociated,3.63132527404657
ppt2,item10,Associated,3.56625904692767
ppt2,item10,Unassociated,4.18442134992763
ppt3,item10,Associated,3.82727159100938
ppt3,item10,Unassociated,4.18451963651142
ppt4,item10,Associated,4.11857808956245
ppt4,item10,Unassociated,4.98911990553834
ppt5,item10,Associated,4.53266427221217
ppt5,item10,Unassociated,5.43947489658316
ppt6,item10,Associated,4.81725977337235
ppt6,item10,Unassociated,4.90112504180766
ppt7,item10,Associated,4.21909766628444
ppt7,item10,Unassociated,5.48886111028103
ppt8,item10,Associated,5.06227579139684
ppt8,item10,Unassociated,5.91348224012222
ppt9,item10,Associated,4.06154303250381
ppt9,item10,Unassociated,4.61652358557177
ppt10,item10,Associated,4.65711515969056
ppt10,item10,Unassociated,4.93324150681671
ppt11,item10,Associated,4.11997487538955
ppt11,item10,Unassociated,6.35801893749451
ppt12,item10,Associated,3.45295758180036
ppt12,item10,Unassociated,4.82859328219472
ppt13,item10,Associated,3.53976718578241
ppt13,item10,Unassociated,3.91118052720744
ppt14,item10,Associated,2.32347334770144
ppt14,item10,Unassociated,1.81497647005384
ppt15,item10,Associated,4.1533663691006
ppt15,item10,Unassociated,4.75161133159951
ppt16,item10,Associated,4.14492612307623
ppt16,item10,Unassociated,5.27665465794328
ppt17,item10,Associated,3.8288455873913
ppt17,item10,Unassociated,3.4140183944015
ppt18,item10,Associated,4.22954810693826
ppt18,item10,Unassociated,4.89857340007684
ppt19,item10,Associated,4.57155202181058
ppt19,item10,Unassociated,4.82068524189985
ppt20,item10,Associated,4.09561437191553
ppt20,item10,Unassociated,4.4195000557989
ppt21,item10,Associated,4.50041617715884
ppt21,item10,Unassociated,5.72162823113626
ppt22,item10,Associated,4.84902678866093
ppt22,item10,Unassociated,5.65237299617991
ppt23,item10,Associated,4.46103617986892
ppt23,item10,Unassociated,4.93624600605517
ppt24,item10,Associated,2.28784818810455
ppt24,item10,Unassociated,1.96668359983053
ppt25,item10,Associated,4.12371078565868
ppt25,item10,Unassociated,5.32159103409939
ppt26,item10,Associated,4.28394337719607
ppt26,item10,Unassociated,4.80891184442978
ppt27,item10,Associated,4.2394263406796
