SeedCode,LA Name,Centre Type,School Name,Address 1,Address 2,Address 3,Post code,E-mail,Phone,Primary,Secondary,Special,Primary roll,Secondary roll,Special roll,Primary,Secondary ,Special,6-Fold Urban/rural measure(1),8-fold Urban/rural measure(1),Denomination,Proportion of pupils from minority ethnic groups(3),Proportion of pupils who live in 20% most deprived datazones in Scotland(4)
8533431,South Lanarkshire,Local Authority,Duncanrig Secondary School,Winnipeg Drive,East Kilbride,,G75 8ZT,office@duncanrig.s-lanark.sch.uk,01355 588 800,.,Secondary,.,.,1627,.,.,129.1,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,0 - <5%
5936926,Dumfries & Galloway,Local Authority,Duncow School,Kirkmahaoe,Duncow,DUMFRIES,DG1 1TA,gw08officeduncow@ea.dumgal.sch.uk,01387 710305,Primary,.,.,43,.,.,2.54,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
8233128,South Ayrshire,Local Authority,Dundonald Primary School,Castle Drive,Dundonald,KILMARNOCK,KA2 9EP,dundonald.mail@south-ayrshire.gov.uk,01292 690075,Primary,.,.,217,.,.,13.6,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,*
5225620,Aberdeenshire,Local Authority,Dunecht School,Dunecht,Westhill,ABERDEENSHIRE,AB32 7BA,dunecht.sch@aberdeenshire.gov.uk,01330 860243,Primary,.,.,60,.,.,4.3,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
5583233,Edinburgh City,Independent,Dunedin School,Liberton Bank House,5 Nether Liberton Lane,EDINBURGH,EH16 5TY,staff@dunedin.edin.sch.uk,0131 672 2638,.,.,Special,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5446139,Fife,Local Authority,Dunfermline High School,St Leonard's Place,Dunfermline,,KY11 3BQ,dunfermlinehs.enquiries@fife.gov.uk,01383 602402,.,Secondary,.,.,1630,.,.,113.2,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0 - <5%
5741920,Falkirk,Local Authority,Dunipace Primary School,Thistle Avenue,Dunipace,DENNY,FK6 6LS,dunipaceprimaryschool@falkirk.gov.uk,01324 508820,Primary,.,.,168,.,.,10,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0 - <5%
8220727,East Ayrshire,Local Authority,Dunlop Primary School,Main Street,Dunlop,,KA3 4AN,pamela.wilson@east-ayrshire.gov.uk,01560 484098,Primary,.,.,181,.,.,10.68,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,*
5403626,Fife,Local Authority,Dunnikier Primary School,Balsusney Road,Kirkcaldy,,KY2 5LH,Dunnikierps.enquiries@fife.gov.uk,01592 583425,Primary,.,.,376,.,.,21.5,.,.,Other urban areas,Other urban areas,Non-denominational,>20%,15 - <20%
5343127,Perth & Kinross,Local Authority,Dunning Primary School,Station Road,Dunning,PERTHSHIRE,PH2 0RH,Dunning@pkc.gov.uk,01764 661350,Primary,.,.,117,.,.,6.9,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5249627,Aberdeenshire,Local Authority,Dunnottar School,High Street,Stonehaven,KINCARDINESHIRE,AB39 2JN,dunnottar.sch@aberdeenshire.gov.uk,01569 762414,Primary,.,.,197,.,.,13.7,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0%
8110239,Argyll & Bute,Local Authority,Dunoon Grammar School,Ardenslate Road,DUNOON,ARGYLL,PA23 8LU,enquiriesdunoongrammar@argyll-bute.gov.uk,01369 705010,.,Secondary,.,.,679,.,.,65.34,.,Remote small towns,Very Remote Small Towns,Non-denominational,5 - <10%,15 - <20%
8102821,Argyll & Bute,Local Authority,Dunoon Primary School,Hillfoot Street,Dunoon,ARGYLL,PA23 7DR,enquiries-dunoon@argyll-bute.gov.uk,01369 704159,Primary,.,.,207,.,.,12.93,.,.,Remote small towns,Very Remote Small Towns,Non-denominational,5 - <10%,15 - <20%
8500525,North Lanarkshire,Local Authority,Dunrobin Primary School,Petersburn Road,Airdrie,,ML6 8BH,ht@dunrobin.n-lanark.sch.uk,01236 632064,Primary,.,.,262,.,.,15.2,.,.,Other urban areas,Other urban areas,Non-denominational,*,35 - <40%
6100627,Shetland Islands,Local Authority,Dunrossness Primary School,Dunrossness,Shetland,,ZE2 9JG,dunrossness@shetland.gov.uk,01595 745440,Primary,.,.,102,.,.,7.83,.,.,Remote rural areas,Very Remote Rural,Non-denominational,5 - <10%,0%
5645824,Scottish Borders,Local Authority,Duns Primary School,Langtongate,Duns,BERWICKSHIRE,TD11 3QQ,dunsps@scotborders.gov.uk,01361 884050,Primary,.,.,331,.,.,18.51,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
5937027,Dumfries & Galloway,Local Authority,Dunscore School,Dunscore,Dumfries,,DG2 0SY,gw08officedunscore@ea.dumgal.sch.uk,01387 820242,Primary,.,.,44,.,.,2.63,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5127920,Highland,Local Authority,Dunvegan Primary School,Dunvegan,Isle Of Skye,,IV55 8GU,dunvegan.primary@highland.gov.uk,01470 521307,Primary,.,.,37,.,.,3.8,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5108020,Highland,Local Authority,Durness Primary School,Durness,by Lairg,,IV27 4PN,durness.primary@highland.gov.uk,01971 511237,Primary,.,.,9,.,.,1.69,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5130522,Highland,Local Authority,Duror Primary School,Appin,Argyll,,PA38 4BW,duror.primary@highland.gov.uk,01631 740339,Primary,.,.,10,.,.,1.36,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
5251729,Aberdeenshire,Local Authority,Durris School,Durris,Banchory,KINCARDINESHIRE,AB31 6BH,durris.sch@aberdeenshire.gov.uk,01330 811457,Primary,.,.,40,.,.,2.45,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5243335,Aberdeen City,Local Authority,Dyce Academy,Riverview Drive,Dyce,ABERDEEN,AB21 7NF,dyceacademy@aberdeencity.gov.uk,01224 725118,.,Secondary,.,.,502,.,.,45.1,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,0 - <5%
5234921,Aberdeen City,Local Authority,Dyce Primary School,Gordon Terrace,Dyce,ABERDEEN,AB21 7BD,dyceprimary@aberdeencity.gov.uk,01224 772220,Primary,.,.,431,.,.,19.4,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,0 - <5%
5200725,Moray,Local Authority,Dyke Primary School,Dyke,Moray,,IV36 2TF,admin.dykep@moray-edunet.gov.uk,01309 641275,Primary,.,.,77,.,.,5.6,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
8514526,North Lanarkshire,Local Authority,Dykehead Primary School,Easter Road,Shotts,,ML7 4AS,ht@dykehead.n-lanark.sch.uk,01501 826707,Primary,.,.,231,.,.,14.6,.,.,Accessible small towns,Accessible small towns,Non-denominational,5 - <10%,25 - <30%
8213429,North Ayrshire,Local Authority,Dykesmains Primary School,Simpson Drive,,SALTCOATS,KA21 6EX,dykesmains@ea.n-ayrshire.sch.uk,01294 461354,Primary,.,.,257,.,.,15.6,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,45 - <50%
5401720,Fife,Local Authority,Dysart Primary School,Normand Road,Dysart,KIRKCALDY,KY1 2XW,Dysartps.enquiries@fife.gov.uk,01592 583426,Primary,.,.,160,.,.,10.9,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,40 - <45%
5946220,Dumfries & Galloway,Local Authority,Eaglesfield School,Eaglesfield,Lockerbie,,DG11 3PA,gw08officeeaglesfiel@ea.dumgal.sch.uk,01461 500280,Primary,.,.,48,.,.,2.43,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
8600724,East Renfrewshire,Local Authority,Eaglesham Primary School,Strathaven Road,Eaglesham,,G76 0LF,headteacher@eaglesham.e-renfrew.sch.uk,0141 570 7160,Primary,.,.,411,.,.,24.8,.,.,Accessible small towns,Accessible small towns,Non-denominational,5 - <10%,0%
5616530,Scottish Borders,Local Authority,Earlston High School,Earlston,Berwickshire,,TD4 6HF,earlstonhs@scotborders.gov.uk,01896 849282,.,Secondary,.,.,1048,.,.,77.76,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0 - <5%
5620724,Scottish Borders,Local Authority,Earlston Primary School,Earlston,Berwickshire,,TD4 6JQ,earlstonps@scotborders.gov.uk,01896 848851,Primary,.,.,160,.,.,9.22,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,0%
8103127,Argyll & Bute,Local Authority,Easdale Primary School,Easdale,Isle of Seil,OBAN,PA34 4RF,enquiries-easdale@argyll-bute.gov.uk,01852 300243,Primary,.,.,14,.,.,2.5,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5302625,Angus,Local Authority,Eassie Primary School,Eassie,by Glamis,FORFAR,DD8 1SQ,Eassie@angusschools.org.uk,01307 840321,Primary,.,.,12,.,.,2.15,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,0%
5500524,West Lothian,Local Authority,East Calder Primary School,9 Langton Road,East Calder,WEST LOTHIAN,EH53 0BL,wleastcalder-ps@westlothian.org.uk,01506 880810,Primary,.,.,309,.,.,19.52,.,.,Accessible small towns,Accessible small towns,Non-denominational,5 - <10%,*
5531225,Edinburgh City,Local Authority,East Craigs Primary School,79 Craigmount Brae,Edinburgh,,EH12 8XF,admin@eastcraigs.edin.sch.uk,0131 339 7115,Primary,.,.,421,.,.,19.47,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,*
1003062,East Dunbartonshire,Local Authority,East Dunbartonshire Centre School,Southbank House,Strathkelvin Place,KIRKINTILLOCH,G66 1XQ,jackie.swan@eastdunbarton.gov.uk,0141 578 8681,Primary,Secondary,.,.,.,.,.,.,.,Other urban areas,Other urban areas,Non-denominational,N/A,N/A
5200822,Moray,Local Authority,East End Primary School,Institution Road,Elgin,MORAY,IV30 1RP,admin.elgineastp@moray-edunet.gov.uk,01343 542381,Primary,.,.,201,.,.,13.82,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0%
8623422,Renfrewshire,Local Authority,East Fulton Primary School,Gilmartin Road,Linwood,,PA3 3SG,eastfultonenquiries@renfrewshire.gov.uk,01505 324851,Primary,.,.,220,.,.,14.4,.,.,Large urban areas,Large urban areas,Non-denominational,0 - <5%,15 - <20%
5553121,East Lothian,Local Authority,East Linton Primary School,School Road,East Linton,,EH40 3AJ,eastlinton.ps@eastlinton.elcschool.org.uk,01620 860216,Primary,.,.,182,.,.,10.2,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
8530823,South Lanarkshire,Local Authority,East Milton Primary School,Vancouver Drive,Westwood,EAST KILBRIDE,G75 8LG,office@eastmilton-pri.s-lanark.sch.uk,01355 222346,Primary,.,.,205,.,.,13.7,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,*
8471045,Grant aided,Grant-aided,East Park School,1092 Maryhill Road,Glasgow,,G20 9TD,enquiries@eastpark.org.uk,0141 946 2050,.,.,Special,.,.,21,.,.,7.6,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5724023,Stirling,Local Authority,East Plean Primary School,Main Street,Plean,BY STIRLING,FK7 8BX,epleanps@stirling.gov.uk,01786 813286,Primary,.,.,169,.,.,13.6,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,50 - <55%
5401828,Fife,Local Authority,East Wemyss Primary School,School Wynd,East Wemyss,KIRKCALDY,KY1 4RN,Eastwemyssps.enquiries@fife.gov.uk,01592 583427,Primary,.,.,136,.,.,8.9,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,45 - <50%
8433232,Glasgow City,Local Authority,Eastbank Academy,26 Academy Street,,GLASGOW,G32 9AA,headteacher@eastbankacademy.glasgow.sch.uk,0141 582 0080,.,Secondary,.,.,814,.,.,63.2,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,80 - <85%
8412227,Glasgow City,Local Authority,Eastbank Primary School,80 Gartocher Road,,GLASGOW,G32 0HA,headteacher@eastbank-pri.glasgow.sch.uk,0141 778 6659,Primary,.,.,268,.,.,16,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,70 - <75%
5742528,Falkirk,Local Authority,Easter Carmuirs Primary School,Carmuirs Drive,Camelon,FALKIRK,FK1 4JG,eastercarmuirsprimaryschool@falkirk.gov.uk,01324 508550,Primary,.,.,173,.,.,16.5,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,65 - <70%
5212529,Aberdeenshire,Local Authority,Easterfield School,Fortrie,Turriff,ABERDEENSHIRE,AB53 4HY,easterfield.sch@aberdeenshire.gov.uk,01466 730206,Primary,.,.,19,.,.,2.7,.,.,Remote rural areas,Remote rural areas,Non-denominational,0%,0%
5324920,Dundee City,Local Authority,Eastern Primary School,Camperdown Street,Broughty Ferry,DUNDEE,DD5 3AE,eastern.primary@dundeecity.gov.uk,01382 436900,Primary,.,.,420,.,.,19.8,.,.,Large urban areas,Large urban areas,Non-denominational,10 - <20%,5 - <10%
5504724,West Lothian,Local Authority,Eastertoun Primary School,13 Manse Avenue,Armadale,WEST LOTHIAN,EH48 3HS,wleastertoun-ps@westlothian.org.uk,01501 730462,Primary,.,.,290,.,.,17.82,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,5 - <10%
8359822,North Lanarkshire,Local Authority,Eastfield Primary School,23 Cairntoul Court,Cumbernauld,,G68 9JR,ht@eastfield.n-lanark.sch.uk,01236 632106,Primary,.,.,339,.,.,17.4,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,*
8440441,Glasgow City,Local Authority,Eastmuir Primary School,211 Hallhill Road,,GLASGOW,G33 4QL,headteacher@eastmuir-pri.glasgow.sch.uk,0141 771 3464,.,.,Special,.,.,24,.,.,6.2,Large urban areas,Large urban areas,Non-denominational,>20%,60 - <65%
5946328,Dumfries & Galloway,Local Authority,Eastriggs School,Annan Road,Eastriggs,ANNAN,DG12 6PZ,gw08officeeastriggsp@ea.dumgal.sch.uk,01461 40301,Primary,.,.,131,.,.,10.1,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,0%
8601739,East Renfrewshire,Local Authority,Eastwood High School,Capelrig Road,Newton Mearns,,G77 6NQ,headteacher@eastwood.e-renfrew.sch.uk,0141 577 2200,.,Secondary,.,.,1022,.,.,88.98,.,Large urban areas,Large urban areas,Non-denominational,>20%,5 - <10%
5518229,Edinburgh City,Local Authority,Echline Primary School,Bo'ness Road,South Queensferry,EDINBURGH,EH30 9XJ,admin@echline.edin.sch.uk,0131 331 3397,Primary,.,.,288,.,.,15.1,.,.,Accessible small towns,Accessible small towns,Non-denominational,5 - <10%,0%
5225728,Aberdeenshire,Local Authority,Echt School,Echt,Skene,ABERDEENSHIRE,AB32 6UL,echt.sch@aberdeenshire.gov.uk,01330 860510,Primary,.,.,34,.,.,3.07,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
6000525,Orkney Islands,Local Authority,Eday Primary School,Eday,Orkney,,KW17 2AA,admin.eday@glow.orkneyschools.org.uk,01857 622227,Primary,.,.,5,.,.,1.35,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5114829,Highland,Local Authority,Edderton Primary School,Edderton,Tain,,IV19 1LF,edderton.primary@highland.gov.uk,01862 821260,Primary,.,.,22,.,.,2.5,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5600324,Scottish Borders,Local Authority,Eddleston Primary School,Eddleston,Peebles,,EH45 8QP,sbean@scotborders.gov.uk,01721 730210,Primary,.,.,43,.,.,2.79,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,0%
1004590,Fife,Independent,Eden Park Academy - Dunfermline,Sovereign House,Crossgates Road,HALBETH DUNFERMLINE FIFE,KY11 7EG,richard.graveling@radicalservices.org.uk,01383 630112,.,.,Special,N/A,N/A,N/A,N/A,N/A,N/A,Other urban areas,Other urban areas,Non-denominational,N/A,N/A
1070339,East Ayrshire,Independent,Eden Park Academy - Muirkirk,Pagan Walk,Muirkirk,EAST AYRSHIRE,KA18 3PU,education@radicalservices.org.uk,01132 653340,.,.,Special,N/A,N/A,N/A,N/A,N/A,N/A,Remote rural areas,Remote rural areas,Non-denominational,N/A,N/A
5631629,Scottish Borders,Local Authority,Edenside Primary School,Inch Road,Kelso,ROXBURGHSHIRE,TD5 7JP,edensideps@scotborders.gov.uk,01573 224172,Primary,.,.,290,.,.,15.3,.,.,Remote small towns,Remote small towns,Non-denominational,5 - <10%,0%
5126320,Highland,Local Authority,Edinbane Primary School,By Portree,Isle Of Skye,,IV51 9PW,edinbane.primary@highland.gov.uk,01470 582229,Primary,.,.,8,.,.,1.2,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
8312427,West Dunbartonshire,Local Authority,Edinbarnet Primary School,Faifley Road,Faifley,CLYDEBANK,G81 5BQ,SchoolOffice.Edinbarnet@west-dunbarton.gov.uk,01389 872093,Primary,.,.,243,.,.,18.9,.,.,Large urban areas,Large urban areas,Non-denominational,5 - <10%,90 - <95%
5580021,Edinburgh City,Independent,Edinburgh Montessori Arts School,Edinburgh Barclay Viewforth Church of Scotland,1 Wrights Houses,EDINBURGH,EH10 4DR,office@emaschool.co.uk,0131 446 0777,Primary,.,.,N/A,N/A,N/A,N/A,N/A,N/A,Large urban areas,Large urban areas,Non-denominational,N/A,N/A
5536847,Edinburgh City,Local Authority,Edinburgh Secure Services (Howdenhall & St Katharine's Special School),39 Howdenhall Road,Edinburgh,,EH16 6PG,Admin@howdenhall.edin.sch.uk,0131 664 8488,.,.,Special,.,.,3,.,.,7.54,Large urban areas,Large urban areas,Non-denominational,0%,*
5630320,Scottish Borders,Local Authority,Ednam Primary School,Ednam,Kelso,ROXBURGHSHIRE,TD5 7QJ,ednamps@scotborders.gov.uk,01573 224172,Primary,.,.,42,.,.,2.52,.,.,Remote rural areas,Remote rural areas,Non-denominational,*,0%
5302722,Angus,Local Authority,Edzell Primary School,High Street,Edzell,BRECHIN,DD9 7TA,Edzell@angusschools.org.uk,01356 648245,Primary,.,.,80,.,.,5.47,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5133629,Highland,Local Authority,Eigg Primary School,Isle Of Eigg,,,PH42 4RL,eigg.primary@highland.gov.uk,01687 482424,Primary,.,.,5,.,.,1.65,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
1003127,North Ayrshire,Local Authority,Elderbank Primary School,St Kilda Bank,Broomlands,IRVINE,KA11 1LA,gw14elderbankelderba@ea.n-ayrshire.sch.uk,01294 218632,Primary,.,.,447,.,.,37.3,.,.,Other urban areas,Other urban areas,Non-denominational,0 - <5%,60 - <65%
5202736,Moray,Local Authority,Elgin Academy,Morriston Road,Elgin,MORAY,IV30 4ND,admin.elginacad@moray-edunet.gov.uk,01343 543485,.,Secondary,.,.,1024,.,.,79.1,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,0 - <5%
5210038,Moray,Local Authority,Elgin High School,High School Drive,New Elgin,ELGIN MORAY,IV30 6UD,admin.elginhigh@moray-edunet.gov.uk,01343 545181,.,Secondary,.,.,600,.,.,51.5,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,5 - <10%
5126428,Highland,Local Authority,Elgol Primary School,Broadford,Isle Of Skye,,IV49 9BJ,elgol.primary@highland.gov.uk,01471 866234,Primary,.,.,10,.,.,1,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
5422426,Fife,Local Authority,Elie Primary School,Park Place,Elie,LEVEN,KY9 1DH,elieps.enquiries@fife.gov.uk,01333 659414,Primary,.,.,31,.,.,2.7,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
5231132,Aberdeenshire,Local Authority,Ellon Academy,Community Campus,Kellie Pearl Way,ELLON,AB41 8LF,ellon.aca@aberdeenshire.gov.uk,01358 720715,.,Secondary,.,.,1079,.,.,89.81,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,*
5225825,Aberdeenshire,Local Authority,Ellon Primary School,Modley Place,Ellon,ABERDEENSHIRE,AB41 9BB,ellon.sch@aberdeenshire.gov.uk,01358 720692,Primary,.,.,298,.,.,22.3,.,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,0%
5940842,Dumfries & Galloway,Local Authority,Elmbank Special School,Lovers Walk,Dumfries,,DG1 1DD,gw08officeelmbank@ea.dumgal.sch.uk,01387 254438,.,.,Special,.,.,.,.,.,5.2,Other urban areas,Other urban areas,Non-denominational,N/A,N/A
8412529,Glasgow City,Local Authority,Elmvale Primary School & Nursery Class,712 Hawthorn Street,,GLASGOW,G22 6ED,headteacher@elmvale-pri.glasgow.sch.uk,0141 558 5238,Primary,.,.,347,.,.,23.6,.,.,Large urban areas,Large urban areas,Non-denominational,>20%,95% or more
5948924,Dumfries & Galloway,Local Authority,Elmvale School,Wood Avenue,Annan,,DG12 6DH,gw08officeelmvale@ea.dumgal.sch.uk,01461 202036,Primary,.,.,142,.,.,7.8,.,.,Accessible small towns,Accessible small towns,Non-denominational,0 - <5%,40 - <45%
5553229,East Lothian,Local Authority,Elphinstone Primary School,Main Street,Elphinstone,TRANENT - EAST LOTHIAN,EH33 2LX,elphinstone.ps@elphinstone.elcschool.org.uk,01875 610358,Primary,.,.,55,.,.,4,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,40 - <45%
5233224,Aberdeenshire,Local Authority,Elrick School,Rowan Drive,Westhill,ABERDEENSHIRE,AB32 6QB,elrick.sch@aberdeenshire.gov.uk,01224 741900,Primary,.,.,417,.,.,24.4,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,0%
8414041,Glasgow City,Local Authority,Enhanced Vocational Inclusion Programme (EVIP),House 7,94 Elmbank Street,GLASGOW,G2 4PF,vocationaltraining@education.glasgow.gov.uk,0141 287 8797,.,.,Special,.,.,53,.,.,2,Large urban areas,Large urban areas,Non-denominational,*,80 - <85%
6201326,Na h-Eileanan Siar,Local Authority,Eoligarry Primary School,Castlebay,Barra,,HS9 5YD,eoligarryschool@gnes.net,01871 817231,Primary,.,.,21,.,.,2,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
5343224,Perth & Kinross,Local Authority,Errol Primary School,Station Road,Errol,PERTHSHIRE,PH2 7QB,Errol@pkc.gov.uk,01738 459777,Primary,.,.,202,.,.,14.25,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
6002927,Orkney Islands,Local Authority,Evie Primary School,Evie,Orkney,,KW17 2PE,admin.evie@glow.orkneyschools.org.uk,01856 751237,Primary,.,.,50,.,.,4.05,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5647436,Scottish Borders,Local Authority,Eyemouth High School,Gunsgreenhill,Eyemouth,BERWICKSHIRE,TD14 5LZ,ehs@scotborders.gov.uk,01890 750363,.,Secondary,.,.,452,.,.,40.26,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,0%
5647827,Scottish Borders,Local Authority,Eyemouth Primary School,Eyemouth,Berwickshire,,TD14 5AN,eyemouthps@scotborders.gov.uk,01890 750692,Primary,.,.,336,.,.,18.93,.,.,Accessible small towns,Accessible small towns,Non-denominational,10 - <20%,0%
5403723,Fife,Local Authority,Fair Isle Primary School,Fair Isle Road,Kirkcaldy,,KY2 6EG,Fairisleps.enquiries@fife.gov.uk,01592 583428,Primary,.,.,432,.,.,25.7,.,.,Other urban areas,Other urban areas,Non-denominational,10 - <20%,50 - <55%
6100724,Shetland Islands,Local Authority,Fair Isle Primary School,Fair Isle,Shetland,,ZE2 9JU,fairisle@shetland.gov.uk,01595 760254,Primary,.,.,3,.,.,1.1,.,.,Remote rural areas,Very Remote Rural,Non-denominational,0%,0%
8211221,North Ayrshire,Local Authority,Fairlie Primary School,Morton Way,,FAIRLIE,KA29 0BW,fairlie@ea.n-ayrshire.sch.uk,01475 568441,Primary,.,.,73,.,.,6.1,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
5340047,Perth & Kinross,Local Authority,Fairview School,Oakbank Crescent,Perth,,PH1 1DF,fairview@pkc.gov.uk,01738 473050,.,.,Special,.,.,65,.,.,18.69,Other urban areas,Other urban areas,Non-denominational,10 - <20%,0%
5745632,Falkirk,Local Authority,Falkirk High School,Westburn Avenue,Falkirk,,FK1 5BZ,falkirkhighschool@falkirk.gov.uk,01324 679010,.,Secondary,.,.,1093,.,.,98.9,.,Other urban areas,Other urban areas,Non-denominational,5 - <10%,25 - <30%
5480647,Fife,Independent,Falkland House School,Falkland Estate,Falkland,,KY15 7AE,admin@falklandhouseschool.org,01337 857268,.,.,Special,N/A,N/A,N/A,N/A,N/A,N/A,Accessible rural areas,Accessible rural areas,Non-denominational,N/A,N/A
5422523,Fife,Local Authority,Falkland Primary School,Pleasance,Falkland,CUPAR,KY15 7AW,Falklandps.enquiries@fife.gov.uk,01334 659415,Primary,.,.,112,.,.,6.9,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,10 - <20%,0%
5506727,West Lothian,Local Authority,Falla Hill Primary School,11 Harthill Road,Fauldhouse,WEST LOTHIAN,EH47 9HS,wlfallahill-ps@westlothian.org.uk,01501 770210,Primary,.,.,165,.,.,10.22,.,.,Accessible small towns,Accessible small towns,Non-denominational,5 - <10%,20 - <25%
5724120,Stirling,Local Authority,Fallin Primary School,Lamont Crescent,Fallin,BY STIRLING,FK7 7EJ,fallinps@stirling.gov.uk,01786-812063,Primary,.,.,244,.,.,16.5,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0 - <5%,45 - <50%
8518548,North Lanarkshire,Local Authority,Fallside School,Sanderson Avenue,Viewpark,UDDINGSTON,G71 6JZ,ht@fallside.n-lanark.sch.uk,01698 274986,.,.,Special,.,.,23,.,.,9.8,Other urban areas,Other urban areas,Non-denominational,0%,60 - <65%
5110432,Highland,Local Authority,Farr High School,Bettyhill,By Thurso,,KW14 7SS,farr.high@highland.gov.uk,01641 521217,.,Secondary,.,.,86,.,.,13.39,.,Remote rural areas,Very Remote Rural,Non-denominational,5 - <10%,0%
5110220,Highland,Local Authority,Farr Primary School - Bettyhill,Bettyhill,By Thurso,,KW14 7SS,farr.primary@highland.gov.uk,01641 521217,Primary,.,.,25,.,.,3.18,.,.,Remote rural areas,Very Remote Rural,Non-denominational,*,0%
5138922,Highland,Local Authority,Farr Primary School - Inverness,Farr,Inverness,,IV2 6XJ,farrinv.primary@highland.gov.uk,01808 521246,Primary,.,.,54,.,.,3.96,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,*,0%
8220824,East Ayrshire,Local Authority,Fenwick Primary School,1 Kirkton Road,Fenwick,,KA3 6DH,Keira.Finlayson@east-ayrshire.gov.uk,01560 600403,Primary,.,.,120,.,.,9,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,5 - <10%,*
5114926,Highland,Local Authority,Ferintosh Primary School,Ferintosh,Easter Kinkell,DINGWALL,IV7 8HZ,ferintosh.primary@highland.gov.uk,01349 861827,Primary,.,.,9,.,.,1.5,.,.,Accessible rural areas,Accessible rural areas,Non-denominational,0%,0%
8480737,South Lanarkshire,Independent,Fernhill School,Fernbrae Avenue,Burnside,GLASGOW,G73 4SG,info@fernhillschool.co.uk,0141 634 2674,Primary,Secondary,.,N/A,N/A,N/A,N/A,N/A,N/A,Accessible rural areas,Accessible rural areas,Roman Catholic,N/A,N/A
