"","PEB","educ","hhincome","Dem","Rep","female","Ideology","age","urban","public","private","NEP","CNS","environmentalist","enviro.move","age.1","act.org","cand","money.org","cont.off","cont.bus","petition","meeting","product","water","buycott","recycle","energy","stocks","nep1","nep2_r","nep3","nep4_r","nep5","nep6_r","nep7","nep8_r","nep9","nep10_r","nep11","nep12_r","nep13","nep14_r","nep15","cns1","cns2","cns3","cns4_r","cns5","cns6","cns7","cns8","cns9","cns10","cns11","cns12_r","cns13","cns14_r","mes1_r","mes_2","mes_3","mes_4","mes_5","mes_6","mes_7","mes8_r","mes_9","mes10_r","mes_11","mes_12","mes_13","mes_14","mes_15","mes_16","mes_17","mes_18","mes_19","mes_20","mes_21","mes22_r","mes23_r","mes_24","mes_25","mes_26","mes27_r","MES"
"251",6,5,3,1,0,1,1,72,3,2,4,3.6,3.14285714285714,0,2,72,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,5,1,4,1,5,1,5,1,3,1,5,1,3,3,2,2,3,2,3,1,4,1,2,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",3,2,5,0,1,0,7,63,2,0,2,2.86666666666667,3.71428571428571,0,2,63,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,3,5,1,5,3,4,2,5,1,5,1,3,2,3,2,2,2,2,2,2,2,2,2,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",3,3,7,1,0,1,5,21,2,0,3,4.13333333333333,3.21428571428571,0,3,21,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,2,4,1,2,1,1,1,2,2,2,1,3,2,3,4,2,4,4,5,3,1,2,2,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",5,5,1,0,1,1,2,71,3,1,4,2.66666666666667,3.28571428571429,0,3,71,0,0,0,0,0,1,0,1,0,1,1,1,0,3,4,2,4,4,5,2,4,2,2,4,3,4,4,3,2,2,2,2,2,3,2,2,3,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",5,3,2,1,0,1,4,25,2,2,2,3.2,3.28571428571429,0,2,25,1,0,0,0,0,0,1,1,0,0,0,1,1,1,4,3,2,5,2,3,4,1,4,3,2,3,1,4,1,2,3,4,1,4,5,1,2,3,4,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",6,5,8,1,0,1,4,26,3,4,2,3.8,3.85714285714286,0,3,26,0,1,1,1,0,1,0,0,0,0,1,1,0,3,2,1,2,2,5,1,2,1,1,3,5,2,2,1,2,2,2,2,1,2,2,2,2,1,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",6,5,7,1,0,0,3,34,3,3,3,2.93333333333333,3.28571428571429,1,3,34,1,0,1,0,0,1,0,1,1,1,0,0,0,2,4,3,5,2,5,3,2,1,4,2,4,2,5,2,2,3,2,4,4,3,2,1,2,2,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",0,3,2,1,0,1,7,48,3,0,0,3,2.85714285714286,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",11,6,6,1,0,1,4,39,2,6,5,3.46666666666667,3.71428571428571,0,4,39,1,1,1,1,0,1,1,1,1,1,1,1,0,2,2,1,5,1,5,1,2,2,2,4,4,2,4,1,2,2,2,2,2,2,1,2,2,2,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",1,3,8,1,0,1,2,26,1,0,1,5,3,0,2,26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",1,3,1,1,0,1,2,18,1,0,1,3.13333333333333,3.57142857142857,0,2,18,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,3,3,3,2,4,3,3,2,3,3,3,3,2,2,2,4,2,2,2,1,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",4,4,5,1,0,1,2,36,2,0,4,3.66666666666667,3.42857142857143,0,3,36,0,0,0,0,0,0,0,1,1,1,1,0,0,3,2,3,3,1,3,2,2,2,2,2,4,1,4,1,2,2,2,2,3,2,3,2,2,2,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",3,2,1,1,0,1,6,59,3,0,3,3.93333333333333,3.78571428571429,0,2,59,0,0,0,0,0,0,0,1,1,0,0,1,0,3,1,1,3,1,5,1,5,1,3,1,1,3,1,1,3,1,2,1,2,3,1,3,2,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",5,2,2,0,1,1,2,73,2,1,4,3,3.71428571428571,1,4,73,1,0,0,0,0,0,0,1,1,0,1,1,0,2,4,2,4,1,5,2,5,2,4,2,5,1,4,2,2,2,2,3,2,2,2,2,2,2,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",7,3,3,1,0,0,6,58,2,2,5,3.53333333333333,3.42857142857143,0,2,58,0,0,1,0,0,1,0,1,1,1,1,1,0,5,1,2,2,1,5,2,2,1,2,2,4,2,4,2,4,3,2,2,2,3,2,2,2,2,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",8,6,7,1,0,1,4,40,2,3,5,4,4.07142857142857,0,3,40,1,1,0,0,0,0,1,1,1,1,1,1,0,1,2,5,4,1,5,1,1,2,1,1,1,2,2,1,2,1,2,2,3,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",6,2,2,1,0,1,4,28,2,1,5,3.93333333333333,3.57142857142857,0,3,28,0,0,0,0,0,1,0,1,1,1,1,1,0,2,3,1,2,2,4,2,3,1,3,3,1,1,2,1,2,3,2,2,3,2,2,2,4,2,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",3,6,4,1,0,1,2,37,2,0,3,3.06666666666667,3.07142857142857,0,3,37,0,0,0,0,0,0,0,0,1,0,1,1,0,3,2,4,2,1,5,2,4,2,3,3,4,2,4,3,3,3,2,3,4,3,4,3,2,2,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",2,3,1,1,0,1,4,19,1,0,2,3.86666666666667,3.35714285714286,0,2,19,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,3,2,4,1,3,2,3,2,2,2,2,2,3,2,2,4,3,2,2,2,2,2,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",7,5,7,1,0,0,4,21,1,3,3,3.13333333333333,3.21428571428571,1,2,21,1,1,0,1,0,0,0,1,0,1,0,1,1,2,4,2,4,2,4,2,4,2,5,2,4,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",11,5,6,1,0,1,1,25,2,5,5,3.73333333333333,3.5,1,3,25,1,1,0,0,1,1,1,1,1,1,1,1,1,3,2,2,3,2,5,1,2,1,5,1,1,1,4,1,3,3,2,2,2,2,3,2,2,2,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",7,6,8,0,1,0,4,55,2,2,5,4.06666666666667,3.78571428571429,0,3,55,0,1,1,0,0,0,0,1,1,1,1,1,0,2,2,2,3,2,4,1,3,1,1,2,2,1,2,1,2,2,2,1,3,1,2,2,2,2,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",9,3,8,1,0,1,1,28,1,4,5,3.4,4.35714285714286,1,3,28,1,1,0,0,0,1,1,1,1,1,1,1,0,4,1,1,5,1,5,1,5,1,5,1,2,1,5,1,1,1,1,2,1,1,1,1,1,1,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",4,1,1,1,0,0,4,25,2,0,4,3.4,3.57142857142857,0,3,25,0,0,0,0,0,0,0,1,0,1,1,1,0,2,2,2,4,1,5,1,3,2,3,2,4,3,2,3,3,3,2,2,2,2,2,2,2,2,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",4,5,2,0,1,0,4,37,1,0,4,3.8,4.21428571428571,1,3,37,0,0,0,0,0,0,0,1,1,1,0,1,0,5,4,2,3,1,4,1,2,1,1,1,4,1,2,1,1,1,2,2,2,1,2,2,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",9,2,3,1,0,1,4,24,2,4,4,3.06666666666667,3.21428571428571,1,3,24,0,1,1,0,1,1,0,1,1,1,1,0,1,2,3,2,2,3,3,3,4,3,4,3,3,2,4,3,2,3,2,2,3,2,3,4,3,2,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",7,2,2,0,1,1,1,27,2,5,2,3.26666666666667,3.78571428571429,1,2,27,1,1,1,0,1,0,1,0,0,1,0,1,0,2,3,2,4,1,4,3,4,2,3,2,3,2,3,3,2,1,2,3,2,2,1,3,2,1,3,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",5,6,8,0,1,1,7,59,1,0,5,1.93333333333333,2.57142857142857,0,2,59,0,0,0,0,0,0,0,1,1,1,1,1,0,4,4,4,4,4,4,4,5,2,5,5,5,4,2,5,3,3,2,2,3,3,3,4,4,5,5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",1,3,2,1,0,1,4,45,1,0,1,3.13333333333333,2.71428571428571,0,2,45,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,1,2,1,5,3,4,2,3,3,3,2,4,3,4,2,2,4,4,3,2,4,4,3,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2,3,6,0,1,1,7,41,2,0,2,2.2,3.21428571428571,0,2,41,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,4,2,4,4,3,4,2,5,5,5,3,3,5,2,2,2,2,3,2,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",0,3,7,1,0,1,4,36,2,0,0,3.2,3.57142857142857,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,1,4,2,4,2,5,2,4,1,4,1,2,2,2,5,2,1,2,1,2,1,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",6,3,6,1,0,1,4,55,2,1,5,3.53333333333333,4.78571428571429,1,4,55,0,1,0,0,0,0,0,1,1,1,1,1,0,3,4,2,3,1,4,1,3,1,2,2,4,1,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",5,5,6,0,1,1,4,33,2,1,4,2.93333333333333,3.21428571428571,0,2,33,0,1,0,0,0,0,0,0,1,1,1,1,0,2,4,3,4,2,4,3,3,2,4,3,4,1,4,3,3,2,2,3,2,3,3,2,3,3,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",11,3,4,1,0,1,4,34,2,6,5,4,4.57142857142857,0,3,34,1,1,1,0,1,1,1,1,1,1,1,1,0,1,4,2,3,1,4,1,2,1,1,2,1,1,5,1,1,1,1,1,2,1,1,1,2,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",11,5,8,1,0,1,4,37,2,6,5,4.06666666666667,4.21428571428571,1,4,37,1,1,1,1,0,1,1,1,1,1,1,1,0,3,2,1,4,1,5,1,1,1,1,1,1,1,5,1,2,2,1,2,1,1,1,1,1,1,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",10,3,2,1,0,1,4,28,1,5,5,4,3.71428571428571,1,4,28,1,0,1,0,1,1,1,1,1,1,1,1,0,1,2,1,5,1,5,1,2,2,1,1,1,2,4,1,2,2,1,3,2,3,2,1,3,2,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2,4,2,1,0,1,4,22,3,0,2,3.33333333333333,2.92857142857143,0,3,22,0,0,0,0,0,0,0,1,0,0,1,0,0,3,5,2,3,4,4,1,1,2,1,4,3,3,2,2,4,4,2,2,3,2,5,3,3,2,4,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",8,4,5,1,0,0,7,20,1,5,3,3.26666666666667,3.92857142857143,0,2,20,1,1,1,0,0,1,1,1,0,0,1,1,0,1,5,2,4,1,4,2,5,1,5,1,4,1,4,1,2,2,1,3,1,2,3,1,2,3,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",7,3,1,1,0,0,4,27,2,3,3,2.86666666666667,3.07142857142857,0,2,27,0,0,1,0,1,1,0,1,1,1,0,0,1,2,3,2,4,3,4,3,4,3,4,3,3,2,4,3,2,3,3,4,3,2,3,4,3,2,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",7,3,1,1,0,1,3,23,2,3,4,4.13333333333333,3.78571428571429,0,3,23,0,1,1,0,0,1,0,1,1,1,1,0,0,1,2,2,3,1,5,2,1,1,1,1,1,2,4,1,3,4,1,4,1,2,1,2,2,2,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",5,3,8,0,1,0,6,62,2,0,5,4.2,3.57142857142857,0,2,62,0,0,0,0,0,0,0,1,1,1,1,1,0,2,3,2,2,2,3,1,1,2,1,2,1,1,3,1,3,3,2,2,3,1,2,3,2,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",8,6,6,1,0,1,4,30,3,2,5,3.66666666666667,4.14285714285714,0,3,30,0,1,1,0,0,0,0,1,1,1,1,1,1,3,2,1,3,1,5,1,4,1,3,2,3,1,3,2,2,2,2,2,1,2,1,3,1,1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",6,3,5,1,0,0,5,28,2,1,5,3.26666666666667,2.78571428571429,0,3,28,0,0,0,0,0,1,0,1,1,1,1,1,0,3,2,2,3,2,4,3,2,2,4,2,4,2,3,3,3,4,2,3,3,3,4,3,3,4,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",10,2,2,1,0,1,4,23,3,6,4,3.6,3.21428571428571,0,2,23,0,1,1,1,1,1,1,0,1,1,1,1,0,3,3,2,3,1,4,1,2,3,3,3,2,2,3,1,3,2,2,3,3,3,4,2,3,3,4,2,3,2,1,3,5,5,5,5,5,5,5,1,5,5,5,5,5,3,5,5,5,5,1,5,5,5,5,5,4,4.37037037037037
"295",6,4,3,1,0,1,2,48,2,2,4,4.66666666666667,4.92857142857143,1,3,48,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",9,3,4,1,0,1,2,34,1,4,5,3.86666666666667,3.64285714285714,0,3,34,0,1,0,1,1,1,0,1,1,1,1,1,0,2,2,2,4,1,4,2,3,2,1,2,2,2,2,1,3,3,1,3,1,3,2,2,2,2,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",6,2,2,1,0,1,4,52,1,1,5,2.86666666666667,3.21428571428571,0,2,52,0,0,1,0,0,0,0,1,1,1,1,1,0,2,3,2,4,4,5,1,4,2,3,3,4,3,5,2,3,3,3,5,2,2,3,3,2,2,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",7,5,3,1,0,1,2,27,2,2,5,3.6,4,0,3,27,0,1,0,0,0,1,0,1,1,1,1,1,0,5,1,1,5,1,5,1,1,1,1,5,2,1,5,1,2,2,1,1,2,3,2,1,1,2,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",9,2,2,1,0,1,2,20,2,4,5,4.4,4.42857142857143,1,2,20,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,3,1,4,1,2,1,2,2,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,3,2,2,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,4.7037037037037
"300",7,3,2,1,0,0,2,56,2,2,5,3.13333333333333,4,1,2,56,0,0,1,0,1,0,0,1,1,1,1,1,0,2,5,2,4,1,4,2,5,2,2,3,4,1,4,2,1,2,1,4,1,2,2,1,2,2,1,4,1,4,2,5,4,4,5,4,5,2,4,1,4,5,4,4,5,4,5,4,3,4,5,1,2,3,4,5,1,3.66666666666667
"301",6,5,4,1,0,1,2,55,3,1,5,3.6,4,1,4,55,0,1,0,0,0,0,0,1,1,1,1,1,0,4,2,1,3,1,5,1,3,1,1,4,2,2,4,2,2,2,1,2,1,2,2,2,2,2,2,4,2,2,4,4,4,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4.2962962962963
"302",4,3,5,1,0,0,2,30,3,0,4,2.73333333333333,3.85714285714286,0,3,30,0,0,0,0,0,0,0,1,1,1,0,1,0,5,4,2,3,2,5,1,5,1,5,2,5,1,5,3,2,2,1,4,2,1,1,1,1,2,1,5,2,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,5,5,3,3,4.33333333333333
"303",0,4,6,0,1,0,5,47,3,0,0,3.06666666666667,3.5,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,2,4,2,4,3,4,3,3,2,4,2,2,3,2,3,2,3,2,4,3,2,2,3,2,2,4,4,4,4,4,4,3,2,4,2,4,2,3,3,4,4,4,4,5,3,3,2,2,3,3,3,2,3.2962962962963
"304",6,6,8,0,1,0,4,49,2,1,5,3.4,3.57142857142857,0,2,49,0,0,1,0,0,0,0,1,1,1,1,1,0,3,4,2,2,4,4,2,3,1,4,4,2,1,1,2,2,2,2,2,2,3,3,3,2,3,2,3,2,3,3,4,3,4,5,4,3,4,3,3,5,5,4,4,3,2,4,3,3,4,4,4,3,4,4,2,3,3.59259259259259
"305",2,2,4,1,0,0,6,20,2,0,1,2.86666666666667,3.07142857142857,1,1,20,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,3,2,2,5,3,1,4,3,4,3,4,2,2,3,3,2,4,5,5,2,3,2,1,4,1,4,4,2,1,2,3,2,1,3,4,4,3,4,4,4,3,2,1,2,3,2,1,4,2,3,2,2,5,2.7037037037037
"306",8,5,4,1,0,1,2,35,2,3,5,3.2,3.28571428571429,1,3,35,0,1,1,1,0,0,0,1,1,1,1,1,0,3,4,2,2,3,3,2,3,4,3,2,4,2,2,3,2,2,3,3,2,4,3,2,2,3,3,3,3,3,4,4,4,4,4,5,4,3,4,5,4,4,4,4,3,3,4,4,5,3,5,4,5,4,3,3,3,3.92592592592593
"307",7,2,2,1,0,0,2,23,3,2,5,3.53333333333333,3.42857142857143,0,3,23,1,1,0,0,0,0,0,1,1,1,1,1,0,3,4,4,3,1,3,1,3,3,2,1,2,2,3,2,2,2,3,4,2,3,2,2,3,2,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",7,6,7,0,1,0,5,33,2,3,4,3.2,3.28571428571429,0,3,33,0,1,1,0,0,1,0,1,1,0,1,1,0,2,4,3,2,2,1,1,4,4,4,5,3,2,4,1,4,3,2,2,2,5,4,2,3,3,2,1,2,3,3,2,4,5,5,4,4,4,1,4,4,5,5,5,4,4,5,2,4,5,5,5,4,3,3,4,3,3.92592592592593
"309",4,2,2,1,0,0,4,19,1,2,2,2.8,3,0,2,19,0,1,0,0,0,1,0,0,0,1,0,1,0,2,2,1,1,2,4,4,5,5,4,3,5,4,4,2,2,3,4,5,2,2,3,5,5,2,3,2,1,3,2,3,2,2,2,2,2,4,2,4,3,1,3,2,1,2,1,4,2,5,3,4,3,2,3,2,2,2.51851851851852
"310",3,3,4,1,0,1,4,28,2,0,3,4.13333333333333,3.85714285714286,0,3,28,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,2,1,5,1,3,1,3,1,2,1,3,1,1,1,1,3,3,2,2,2,2,3,4,2,1,3,5,4,4,4,4,4,4,4,2,4,2,2,5,4,4,4,4,5,3,4,5,3,4,5,3,3,4,3.81481481481481
"311",8,4,4,1,0,1,2,33,2,3,5,4.06666666666667,3.92857142857143,0,4,33,0,1,1,0,0,1,0,1,1,1,1,1,0,3,1,1,4,1,5,1,4,1,1,2,1,2,1,1,2,2,2,2,2,3,1,1,2,2,3,3,3,1,4,1,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,5,4,4.55555555555556
"312",0,4,1,1,0,0,4,26,3,0,0,4.33333333333333,2.92857142857143,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,5,1,2,1,4,1,1,1,1,2,5,3,1,3,5,2,4,3,5,2,4,1,2,3,4,4,5,5,5,5,5,3,4,5,5,5,5,5,5,4,5,5,5,5,5,4,3,1,3,5,3,4.37037037037037
"313",1,2,1,0,1,1,4,32,3,0,1,3.93333333333333,3.85714285714286,1,3,32,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,1,5,1,2,1,3,4,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,2,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4.03703703703704
"314",5,5,4,1,0,0,3,38,3,3,2,3,2.85714285714286,0,2,38,0,1,0,0,1,0,1,0,1,0,1,0,0,2,2,3,4,4,2,4,3,3,2,4,3,3,3,3,2,5,3,3,3,3,3,3,4,3,2,3,4,3,3,2,3,2,4,4,3,2,3,2,3,4,4,2,4,4,3,4,4,4,3,2,3,4,5,4,2,3.22222222222222
"315",4,2,6,0,1,1,4,31,3,0,4,3.2,3.21428571428571,0,2,31,0,0,0,0,0,0,0,1,1,1,1,0,0,4,3,3,3,2,4,2,3,2,2,3,3,3,2,3,3,2,2,2,3,4,3,3,3,2,3,3,3,3,4,3,4,4,4,3,5,4,4,3,3,4,4,4,3,4,4,4,4,3,4,3,4,4,3,3,4,3.7037037037037
